expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,adjs,restrictor_DE,scope_DE,NPI,animate,agent,occupation,clothing,appearance,physical,conceptual,breakable,start_with_vowel,frontable,gender,irrpl,document,negated,locale,institution,arg_clause,homophonous,pluralform,sgequalspl,properNoun,topic,image,v_embed_sc
observing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
pass,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pass,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
passes,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
passed,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
passed,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
passing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
return to,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
return to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
returns to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
returned to,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
returned to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
returning to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scans,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scanned,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scanned,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scanning,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tour,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tour,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tours,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toured,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toured,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touring,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watch,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
watch,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
watches,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
watched,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
watched,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
watching,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
bike to,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bike to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bikes to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biked to,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biked to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biking to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drive to,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drive to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drives to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drove to,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
driven to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
driving to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run around,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run around,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs around,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ran around,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ran around,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
running around,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skate around,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skate around,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skates around,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skated around,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skated around,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skated around,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walk through,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walk through,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walks through,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walked through,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walked through,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walking through,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answer,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answering,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answered,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answered,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answer,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answers,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argue,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arguing,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argued,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argued,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argue,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argues,,,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argue about,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
arguing about,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
argued about,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
argued about,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
argue about,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
assemble,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=1;institution=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assembling,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assembled,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assembled,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assemble,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bake,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baking,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baked,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baked,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bake,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bakes,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blink,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blinking,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blinked,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blinked,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blink,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blinks,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boast,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boasting,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boasted,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boasted,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boast,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,agent=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boasts,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,agent=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boast about,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,agent=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
boasting about,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,agent=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
boasted about,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,agent=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
boasted about,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,agent=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
boast about,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,agent=1^sg=0,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
boasts about,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,agent=1^sg=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
change,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changing,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changed,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changed,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,agent=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
change,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,agent=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changes,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,agent=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chat,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chatting,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chatted,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chatted,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chat,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuckle,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuckling,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuckled,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuckled,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuckle,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuckles,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clash,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clashing,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clashed,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clashed,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clash,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collaborate,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collaborating,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collaborated,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collaborated,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collaborate,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
communicate,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
communicating,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
communicated,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
communicated,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
communicate,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compete,S\NP,IV_ag_pl,1,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competing,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competed,S\NP,IV_ag_pl,1,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competed,S\NP,IV_ag_pl,1,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compete,S\NP,IV_ag_pl,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complain,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complaining,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complained,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complained,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complain,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complains,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complain about,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
complaining about,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
complained about,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
complained about,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
complain about,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
complains about,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1;document=1;conceptual=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
compromise,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compromising,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compromised,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compromised,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compromise,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compromises,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concur,S\NP,IV_ag,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concurring,S\NP,IV_ag,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concurred,S\NP,IV_ag,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concurred,S\NP,IV_ag,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concur,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concurs,S\NP,IV_ag,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
